"gender_partner"	"gender_rater"	"age_rater"	"age_partner"	"attractive_partner"	"intelligence_partner"	"like_partner"	"age_diff"	"partner_older"	"matched"	"exp_num_match"
"F"	"M"	25	24	7	7	7	-1	FALSE	FALSE	3
"F"	"M"	25	25	7	6	6	0	FALSE	FALSE	3
"F"	"M"	25	23	6	7	6	-2	FALSE	FALSE	3
"F"	"M"	25	21	5	7	6	-4	FALSE	FALSE	3
"F"	"M"	25	23	6	8	6	-2	FALSE	FALSE	3
"F"	"M"	25	22	8	8	7	-3	FALSE	FALSE	3
"F"	"M"	25	25	8	7	7	0	FALSE	TRUE	3
"F"	"M"	25	26	6	7	6	1	TRUE	TRUE	3
"F"	"M"	30	21	3	7	2	-9	FALSE	FALSE	1
"F"	"M"	30	24	5	4	4	-6	FALSE	FALSE	1
"F"	"M"	30	25	6	5	2	-5	FALSE	FALSE	1
"F"	"M"	30	23	7	3	6	-7	FALSE	FALSE	1
"F"	"M"	30	21	2	4	3	-9	FALSE	FALSE	1
"F"	"M"	30	23	5	8	3	-7	FALSE	FALSE	1
"F"	"M"	30	22	7	5	5	-8	FALSE	FALSE	1
"F"	"M"	30	25	6	7	4	-5	FALSE	FALSE	1
"F"	"M"	30	26	8	7	8	-4	FALSE	TRUE	1
"F"	"M"	30	26	7	4	3	-4	FALSE	FALSE	1
"F"	"M"	27	21	6	5	7	-6	FALSE	FALSE	2
"F"	"M"	27	24	7	7	7	-3	FALSE	FALSE	2
"F"	"M"	27	25	4	6	5	-2	FALSE	FALSE	2
"F"	"M"	27	23	6	8	7	-4	FALSE	FALSE	2
"F"	"M"	27	21	5	6	6	-6	FALSE	FALSE	2
"F"	"M"	27	23	6	8	7	-4	FALSE	FALSE	2
"F"	"M"	27	22	8	6	7	-5	FALSE	FALSE	2
"F"	"M"	27	25	9	8	7	-2	FALSE	TRUE	2
"F"	"M"	27	26	7	7	7	-1	FALSE	FALSE	2
"F"	"M"	27	26	6	6	7	-1	FALSE	FALSE	2
"F"	"M"	24	21	6	6	6	-3	FALSE	FALSE	1
"F"	"M"	24	24	6	7	6	0	FALSE	FALSE	1
"F"	"M"	24	25	5	8	5	1	TRUE	FALSE	1
"F"	"M"	24	23	7	8	7	-1	FALSE	FALSE	1
"F"	"M"	24	21	3	7	4	-3	FALSE	FALSE	1
"F"	"M"	24	23	7	10	6	-1	FALSE	FALSE	1
"F"	"M"	24	22	7	8	7	-2	FALSE	FALSE	1
"F"	"M"	24	25	8	9	8	1	TRUE	TRUE	1
"F"	"M"	24	26	5	6	6	2	TRUE	FALSE	1
"F"	"M"	24	26	6	6	7	2	TRUE	FALSE	1
"M"	"F"	21	25	6	7	9	4	TRUE	FALSE	0
"M"	"F"	21	30	5	7	7	9	TRUE	FALSE	0
"M"	"F"	21	23	8	8	9	2	TRUE	FALSE	0
"M"	"F"	21	24	5	8	6	3	TRUE	FALSE	0
"M"	"F"	21	24	7	8	6	3	TRUE	FALSE	0
"M"	"F"	21	28	6	8	5	7	TRUE	FALSE	0
"M"	"F"	21	26	6	8	8	5	TRUE	FALSE	0
"M"	"F"	21	30	4	7	5	9	TRUE	FALSE	0
"M"	"F"	21	22	7	7	6	1	TRUE	FALSE	0
"M"	"F"	21	25	9	10	9	4	TRUE	FALSE	0
"M"	"F"	21	27	5	7	6	6	TRUE	FALSE	0
"M"	"F"	21	23	7	6	2	2	TRUE	FALSE	0
"M"	"F"	21	21	5	8	6	0	FALSE	FALSE	0
"M"	"F"	21	28	6	7	6	7	TRUE	FALSE	0
"M"	"F"	21	28	6	7	6	7	TRUE	FALSE	0
"M"	"F"	21	23	5	9	8	2	TRUE	FALSE	0
"M"	"F"	27	25	5	7	6	-2	FALSE	FALSE	2
"M"	"F"	27	30	4	6	3	3	TRUE	FALSE	2
"M"	"F"	27	23	5	6	3	-4	FALSE	FALSE	2
"M"	"F"	27	24	5	7	4	-3	FALSE	FALSE	2
"M"	"F"	27	24	6	8	6	-3	FALSE	TRUE	2
"M"	"F"	27	28	6	7	6	1	TRUE	TRUE	2
"M"	"F"	27	26	8	7	7	-1	FALSE	FALSE	2
"M"	"F"	27	30	5	7	5	3	TRUE	FALSE	2
"M"	"F"	27	22	7	7	7	-5	FALSE	FALSE	2
"M"	"F"	27	25	6	7	5	-2	FALSE	FALSE	2
"M"	"F"	27	27	5	7	6	0	FALSE	FALSE	2
"M"	"F"	27	23	3	5	2	-4	FALSE	FALSE	2
"M"	"F"	27	21	3	7	2	-6	FALSE	FALSE	2
"M"	"F"	27	28	7	8	8	1	TRUE	FALSE	2
"M"	"F"	27	28	4	5	4	1	TRUE	FALSE	2
"M"	"F"	27	23	6	7	7	-4	FALSE	FALSE	2
"M"	"F"	21	25	5	6	8	4	TRUE	FALSE	3
"M"	"F"	21	30	5	7	7	9	TRUE	FALSE	3
"M"	"F"	21	23	6	7	6.5	2	TRUE	FALSE	3
"M"	"F"	21	24	5	8	7	3	TRUE	TRUE	3
"M"	"F"	21	24	7	7	9	3	TRUE	TRUE	3
"M"	"F"	21	28	6	7	7	7	TRUE	TRUE	3
"M"	"F"	21	26	7	7	7	5	TRUE	FALSE	3
"M"	"F"	21	30	5	7	6	9	TRUE	FALSE	3
"M"	"F"	21	22	6	6	6	1	TRUE	FALSE	3
"M"	"F"	21	25	7	6	8	4	TRUE	FALSE	3
"M"	"F"	21	27	6	7	7	6	TRUE	FALSE	3
"M"	"F"	21	23	7	5	6	2	TRUE	FALSE	3
"M"	"F"	21	21	6	5	6	0	FALSE	FALSE	3
"M"	"F"	21	28	6	6	6	7	TRUE	FALSE	3
"M"	"F"	21	23	6	7	6	2	TRUE	FALSE	3
"M"	"F"	27	25	5	7	6	-2	FALSE	FALSE	1
"M"	"F"	27	24	7	8	7	-3	FALSE	FALSE	1
"M"	"F"	27	24	5	8	7	-3	FALSE	FALSE	1
"M"	"F"	27	28	7	8	8	1	TRUE	FALSE	1
"M"	"F"	27	26	9	7	8	-1	FALSE	FALSE	1
"M"	"F"	27	30	5	7	7	3	TRUE	FALSE	1
"M"	"F"	27	22	7	7	7	-5	FALSE	FALSE	1
"M"	"F"	27	23	6	8	7	-4	FALSE	FALSE	1
"M"	"F"	27	23	8	7	6	-4	FALSE	FALSE	1
"M"	"F"	25	25	7	9	6	0	FALSE	FALSE	0
"M"	"F"	25	30	5	8	7	5	TRUE	FALSE	0
"M"	"F"	25	23	6	8	7	-2	FALSE	FALSE	0
"M"	"F"	25	24	4	10	4	-1	FALSE	FALSE	0
"M"	"F"	25	24	6	9	5	-1	FALSE	FALSE	0
"M"	"F"	25	28	6	7	7	3	TRUE	FALSE	0
"M"	"F"	25	26	7	8	8	1	TRUE	FALSE	0
"M"	"F"	25	30	3	9	8	5	TRUE	FALSE	0
"M"	"F"	25	22	7	8	7	-3	FALSE	FALSE	0
"M"	"F"	25	25	8	9	9	0	FALSE	FALSE	0
"M"	"F"	25	27	9	9	8	2	TRUE	FALSE	0
"M"	"F"	25	23	6	8	6	-2	FALSE	FALSE	0
"M"	"F"	25	21	5	7	5	-4	FALSE	FALSE	0
"M"	"F"	25	28	7	9	7	3	TRUE	FALSE	0
"M"	"F"	25	28	5	8	6	3	TRUE	FALSE	0
"M"	"F"	25	23	7	7	7	-2	FALSE	FALSE	0
"M"	"F"	23	25	2	5	2	2	TRUE	FALSE	0
"M"	"F"	23	30	2	5	2	7	TRUE	FALSE	0
"M"	"F"	23	23	2	5	3	0	FALSE	FALSE	0
"M"	"F"	23	24	2	7	2	1	TRUE	FALSE	0
"M"	"F"	23	24	3	7	5	1	TRUE	FALSE	0
"M"	"F"	23	28	4	6	2	5	TRUE	FALSE	0
"M"	"F"	23	26	7	5	6	3	TRUE	FALSE	0
"M"	"F"	23	30	3	6	2	7	TRUE	FALSE	0
"M"	"F"	23	22	6	5	4	-1	FALSE	FALSE	0
"M"	"F"	23	25	5	8	5	2	TRUE	FALSE	0
"M"	"F"	23	27	7	6	8	4	TRUE	FALSE	0
"M"	"F"	23	23	6	6	6	0	FALSE	FALSE	0
"M"	"F"	23	21	2	6	5	-2	FALSE	FALSE	0
"M"	"F"	23	28	6	8	6	5	TRUE	FALSE	0
"M"	"F"	23	28	2	7	3	5	TRUE	FALSE	0
"M"	"F"	23	23	6	6	6	0	FALSE	FALSE	0
"M"	"F"	22	25	2	6	3	3	TRUE	FALSE	1
"M"	"F"	22	30	1	4	2	8	TRUE	FALSE	1
"M"	"F"	22	23	1	6	2	1	TRUE	FALSE	1
"M"	"F"	22	24	1	7	2	2	TRUE	FALSE	1
"M"	"F"	22	24	1	4	1	2	TRUE	FALSE	1
"M"	"F"	22	28	3	6	1	6	TRUE	FALSE	1
"M"	"F"	22	26	8	6	6	4	TRUE	TRUE	1
"M"	"F"	22	30	1	5	3	8	TRUE	FALSE	1
"M"	"F"	22	22	4	4	3	0	FALSE	FALSE	1
"M"	"F"	22	25	4	4	2	3	TRUE	FALSE	1
"M"	"F"	22	27	6	6	4	5	TRUE	TRUE	1
"M"	"F"	22	23	1	6	2	1	TRUE	FALSE	1
"M"	"F"	22	21	1	7	1	-1	FALSE	FALSE	1
"M"	"F"	22	28	6	8	3	6	TRUE	FALSE	1
"M"	"F"	22	28	2	7	1	6	TRUE	FALSE	1
"M"	"F"	22	23	5	6	4	1	TRUE	FALSE	1
"M"	"F"	26	25	3	6	2	-1	FALSE	FALSE	3
"M"	"F"	26	30	2	5	2	4	TRUE	FALSE	3
"M"	"F"	26	23	3	8	3	-3	FALSE	FALSE	3
"M"	"F"	26	24	4	5	3	-2	FALSE	FALSE	3
"M"	"F"	26	24	4	7	2	-2	FALSE	FALSE	3
"M"	"F"	26	28	4	5	3	2	TRUE	FALSE	3
"M"	"F"	26	26	7	8	7.5	0	FALSE	TRUE	3
"M"	"F"	26	30	4	6	2	4	TRUE	FALSE	3
"M"	"F"	26	22	6	5	4	-4	FALSE	FALSE	3
"M"	"F"	26	25	3	7	4	-1	FALSE	FALSE	3
"M"	"F"	26	27	5	9	3	1	TRUE	FALSE	3
"M"	"F"	26	23	5	6	4.5	-3	FALSE	FALSE	3
"M"	"F"	26	28	6	7	8	2	TRUE	FALSE	3
"M"	"F"	26	28	4	6.5	4	2	TRUE	FALSE	3
"M"	"F"	26	23	4	6	4	-3	FALSE	FALSE	3
"M"	"F"	22	25	4	4	5	3	TRUE	FALSE	3
"M"	"F"	22	30	4	6	4	8	TRUE	FALSE	3
"M"	"F"	22	23	6	7	6	1	TRUE	FALSE	3
"M"	"F"	22	24	5	5	5	2	TRUE	FALSE	3
"M"	"F"	22	24	8	7	6	2	TRUE	TRUE	3
"M"	"F"	22	28	6	7	6	6	TRUE	TRUE	3
"M"	"F"	22	26	8	6	7	4	TRUE	FALSE	3
"M"	"F"	22	30	5	6	6	8	TRUE	FALSE	3
"M"	"F"	22	22	8	8	8	0	FALSE	FALSE	3
"M"	"F"	22	25	7	6	5	3	TRUE	FALSE	3
"M"	"F"	22	27	7	7	7	5	TRUE	FALSE	3
"M"	"F"	22	23	6	7	6	1	TRUE	FALSE	3
"M"	"F"	22	21	6	8	8	-1	FALSE	FALSE	3
"M"	"F"	22	28	9	8	8	6	TRUE	FALSE	3
"M"	"F"	22	28	6	6	6	6	TRUE	FALSE	3
"M"	"F"	22	23	6	7	6	1	TRUE	FALSE	3
"M"	"F"	23	25	3	6	6	2	TRUE	FALSE	1
"M"	"F"	23	30	8	8	8	7	TRUE	FALSE	1
"M"	"F"	23	23	6	8	8	0	FALSE	FALSE	1
"M"	"F"	23	24	4	6	6	1	TRUE	FALSE	1
"M"	"F"	23	24	6	7	7	1	TRUE	FALSE	1
"M"	"F"	23	28	4	5	4	5	TRUE	FALSE	1
"M"	"F"	23	26	8	7	7	3	TRUE	FALSE	1
"M"	"F"	23	30	5	5	8	7	TRUE	FALSE	1
"M"	"F"	23	22	7	5	8	-1	FALSE	FALSE	1
"M"	"F"	23	25	8	7	9	2	TRUE	TRUE	1
"M"	"F"	23	27	7	8	8	4	TRUE	FALSE	1
"M"	"F"	23	23	5	5	4	0	FALSE	FALSE	1
"M"	"F"	23	21	3	8	7	-2	FALSE	FALSE	1
"M"	"F"	23	28	7	8	9	5	TRUE	FALSE	1
"M"	"F"	23	28	3	8	6	5	TRUE	FALSE	1
"M"	"F"	23	23	7	8	8	0	FALSE	TRUE	1
"M"	"F"	24	25	4	6	5	1	TRUE	FALSE	3
"M"	"F"	24	23	4	6	5	-1	FALSE	FALSE	3
"M"	"F"	24	24	4	6	5	0	FALSE	FALSE	3
"M"	"F"	24	24	4	7	5	0	FALSE	FALSE	3
"M"	"F"	24	28	4	7	5	4	TRUE	FALSE	3
"M"	"F"	24	26	9	7	7	2	TRUE	FALSE	3
"M"	"F"	24	30	2	4	4	6	TRUE	FALSE	3
"M"	"F"	24	22	8	8	8	-2	FALSE	TRUE	3
"M"	"F"	24	25	7	8	7	1	TRUE	TRUE	3
"M"	"F"	24	27	9	8	9	3	TRUE	TRUE	3
"M"	"F"	24	23	4	5	5	-1	FALSE	FALSE	3
"M"	"F"	24	21	3	8	6	-3	FALSE	FALSE	3
"M"	"F"	24	28	7	7	6.5	4	TRUE	FALSE	3
"M"	"F"	24	28	4	6	5	4	TRUE	FALSE	3
"M"	"F"	24	23	9	7	8.5	-1	FALSE	TRUE	3
"M"	"F"	27	25	4	7	5	-2	FALSE	FALSE	0
"M"	"F"	27	30	7	9	7	3	TRUE	FALSE	0
"M"	"F"	27	23	5	6	6	-4	FALSE	FALSE	0
"M"	"F"	27	24	5	7	5	-3	FALSE	FALSE	0
"M"	"F"	27	24	5	9	6	-3	FALSE	FALSE	0
"M"	"F"	27	28	8	9	8	1	TRUE	FALSE	0
"M"	"F"	27	26	8	8	8	-1	FALSE	FALSE	0
"M"	"F"	27	30	7	8	6	3	TRUE	FALSE	0
"M"	"F"	27	22	7	7	7	-5	FALSE	FALSE	0
"M"	"F"	27	25	6	9	7	-2	FALSE	FALSE	0
"M"	"F"	27	27	7	8	6	0	FALSE	FALSE	0
"M"	"F"	27	23	5	7	5	-4	FALSE	FALSE	0
"M"	"F"	27	21	4	6	5	-6	FALSE	FALSE	0
"M"	"F"	27	28	7	9	7	1	TRUE	FALSE	0
"M"	"F"	27	28	7	9	7	1	TRUE	FALSE	0
"M"	"F"	27	23	8	7	7	-4	FALSE	FALSE	0
"M"	"F"	30	25	6	7	8	-5	FALSE	FALSE	1
"M"	"F"	30	30	2	7	5	0	FALSE	FALSE	1
"M"	"F"	30	23	6	6	5	-7	FALSE	FALSE	1
"M"	"F"	30	24	5	7	6	-6	FALSE	FALSE	1
"M"	"F"	30	24	5	6	4	-6	FALSE	FALSE	1
"M"	"F"	30	28	6	7	5	-2	FALSE	FALSE	1
"M"	"F"	30	26	8	9	6	-4	FALSE	FALSE	1
"M"	"F"	30	30	4	6	6	0	FALSE	FALSE	1
"M"	"F"	30	22	8	6	7	-8	FALSE	FALSE	1
"M"	"F"	30	25	6	8	7	-5	FALSE	FALSE	1
"M"	"F"	30	27	7	7	7	-3	FALSE	FALSE	1
"M"	"F"	30	23	7	9	3	-7	FALSE	FALSE	1
"M"	"F"	30	21	9	8	8	-9	FALSE	FALSE	1
"M"	"F"	30	28	8	5	6	-2	FALSE	FALSE	1
"M"	"F"	30	28	5	5	5	-2	FALSE	FALSE	1
"M"	"F"	30	23	7	6	5	-7	FALSE	FALSE	1
"M"	"F"	21	25	4	5	5	4	TRUE	FALSE	2
"M"	"F"	21	30	3	7	5	9	TRUE	FALSE	2
"M"	"F"	21	23	5	5	5	2	TRUE	FALSE	2
"M"	"F"	21	24	4	6	5	3	TRUE	FALSE	2
"M"	"F"	21	24	4	5	5	3	TRUE	FALSE	2
"M"	"F"	21	28	4	6	5	7	TRUE	FALSE	2
"M"	"F"	21	26	9	9	8	5	TRUE	TRUE	2
"M"	"F"	21	30	3	5	5	9	TRUE	FALSE	2
"M"	"F"	21	22	5	3	4	1	TRUE	FALSE	2
"M"	"F"	21	25	7	8	7	4	TRUE	TRUE	2
"M"	"F"	21	27	4	6	5	6	TRUE	FALSE	2
"M"	"F"	21	23	3	4	3	2	TRUE	FALSE	2
"M"	"F"	21	21	4	5	4	0	FALSE	FALSE	2
"M"	"F"	21	28	5	6	5	7	TRUE	FALSE	2
"M"	"F"	21	28	4	6	5	7	TRUE	FALSE	2
"M"	"F"	21	23	4	5	5	2	TRUE	FALSE	2
"M"	"F"	25	25	6	9	7	0	FALSE	FALSE	10
"M"	"F"	25	30	5	8	6	5	TRUE	FALSE	10
"M"	"F"	25	23	6	9	8	-2	FALSE	FALSE	10
"M"	"F"	25	24	6	8	8	-1	FALSE	FALSE	10
"M"	"F"	25	24	5	7	6	-1	FALSE	FALSE	10
"M"	"F"	25	28	7	9	8	3	TRUE	TRUE	10
"M"	"F"	25	26	8	9	8	1	TRUE	TRUE	10
"M"	"F"	25	30	5	8	6	5	TRUE	FALSE	10
"M"	"F"	25	22	8	7	7	-3	FALSE	FALSE	10
"M"	"F"	25	25	7	9	8	0	FALSE	TRUE	10
"M"	"F"	25	27	6	8	8	2	TRUE	TRUE	10
"M"	"F"	25	23	8	6	7	-2	FALSE	FALSE	10
"M"	"F"	25	21	6	10	7	-4	FALSE	FALSE	10
"M"	"F"	25	28	8	8	8	3	TRUE	TRUE	10
"M"	"F"	25	28	6	8	7	3	TRUE	FALSE	10
"M"	"F"	25	23	6	8	8	-2	FALSE	FALSE	10
"M"	"F"	26	25	2	2	2	-1	FALSE	FALSE	0
"M"	"F"	26	30	1	2	2	4	TRUE	FALSE	0
"M"	"F"	26	23	2	4	2	-3	FALSE	FALSE	0
"M"	"F"	26	24	1	1	1	-2	FALSE	FALSE	0
"M"	"F"	26	24	1	1	1	-2	FALSE	FALSE	0
"M"	"F"	26	28	2	5	3	2	TRUE	FALSE	0
"M"	"F"	26	26	2	4	3	0	FALSE	FALSE	0
"M"	"F"	26	30	1	5	1	4	TRUE	FALSE	0
"M"	"F"	26	22	3	2	2	-4	FALSE	FALSE	0
"M"	"F"	26	25	4	8	8	-1	FALSE	TRUE	0
"M"	"F"	26	27	5	8	5	1	TRUE	FALSE	0
"M"	"F"	26	23	5	6	5	-3	FALSE	TRUE	0
"M"	"F"	26	21	1	5	3	-5	FALSE	FALSE	0
"M"	"F"	26	28	9	8	7	2	TRUE	FALSE	0
"M"	"F"	26	28	3	6	4	2	TRUE	FALSE	0
"M"	"F"	26	23	5	8	5	-3	FALSE	FALSE	0
"M"	"F"	27	25	2	5	3	-2	FALSE	FALSE	6
"M"	"F"	27	30	2	6	3	3	TRUE	FALSE	6
"M"	"F"	27	23	4	6	4	-4	FALSE	FALSE	6
"M"	"F"	27	24	4	8	3	-3	FALSE	FALSE	6
"M"	"F"	27	24	7	8	7	-3	FALSE	TRUE	6
"M"	"F"	27	28	6	7	4	1	TRUE	FALSE	6
"M"	"F"	27	26	8	9	6	-1	FALSE	FALSE	6
"M"	"F"	27	30	3	7	5	3	TRUE	FALSE	6
"M"	"F"	27	22	8	6	7	-5	FALSE	FALSE	6
"M"	"F"	27	25	6	5	3	-2	FALSE	FALSE	6
"M"	"F"	27	27	6	6	5	0	FALSE	FALSE	6
"M"	"F"	27	23	7	7	6	-4	FALSE	FALSE	6
"M"	"F"	27	21	2	6	5	-6	FALSE	TRUE	6
"M"	"F"	27	28	7	7	6	1	TRUE	FALSE	6
"M"	"F"	27	28	4	4	3	1	TRUE	FALSE	6
"M"	"F"	27	23	5	6	4	-4	FALSE	FALSE	6
"M"	"F"	23	25	2	10	5	2	TRUE	FALSE	3
"M"	"F"	23	30	1	10	1	7	TRUE	FALSE	3
"M"	"F"	23	23	8	10	8	0	FALSE	FALSE	3
"M"	"F"	23	24	3	10	5	1	TRUE	FALSE	3
"M"	"F"	23	24	5	7	5	1	TRUE	FALSE	3
"M"	"F"	23	28	6	8	4	5	TRUE	FALSE	3
"M"	"F"	23	26	10	6	6	3	TRUE	FALSE	3
"M"	"F"	23	30	7	7	8	7	TRUE	FALSE	3
"M"	"F"	23	22	8	5	8	-1	FALSE	FALSE	3
"M"	"F"	23	25	9	9	7	2	TRUE	TRUE	3
"M"	"F"	23	27	8	8	7	4	TRUE	TRUE	3
"M"	"F"	23	23	8	9	7	0	FALSE	FALSE	3
"M"	"F"	23	21	2	9	6	-2	FALSE	FALSE	3
"M"	"F"	23	28	3	9	2	5	TRUE	FALSE	3
"M"	"F"	23	28	3	9	5	5	TRUE	FALSE	3
"M"	"F"	23	23	8	8	9	0	FALSE	TRUE	3
"M"	"F"	24	25	6	9	7	1	TRUE	FALSE	3
"M"	"F"	24	30	3	9	5	6	TRUE	FALSE	3
"M"	"F"	24	23	5	9	6.5	-1	FALSE	FALSE	3
"M"	"F"	24	24	7	8	8	0	FALSE	FALSE	3
"M"	"F"	24	24	4	7	2	0	FALSE	FALSE	3
"M"	"F"	24	28	4	7	5	4	TRUE	FALSE	3
"M"	"F"	24	26	8	9	5	2	TRUE	FALSE	3
"M"	"F"	24	30	5	8	7	6	TRUE	TRUE	3
"M"	"F"	24	22	8	6	7	-2	FALSE	FALSE	3
"M"	"F"	24	25	5	7	6	1	TRUE	FALSE	3
"M"	"F"	24	27	5	8	7	3	TRUE	FALSE	3
"M"	"F"	24	23	3	8	1	-1	FALSE	FALSE	3
"M"	"F"	24	21	3	9	6	-3	FALSE	FALSE	3
"M"	"F"	24	28	8	9	7	4	TRUE	FALSE	3
"M"	"F"	24	28	4	8	5	4	TRUE	FALSE	3
"M"	"F"	24	23	6	8	7	-1	FALSE	FALSE	3
"F"	"M"	25	21	3	10	4	-4	FALSE	FALSE	0
"F"	"M"	25	27	4	8	3	2	TRUE	FALSE	0
"F"	"M"	25	21	5	3	1	-4	FALSE	FALSE	0
"F"	"M"	25	27	5	9	2	2	TRUE	FALSE	0
"F"	"M"	25	25	8	9	3	0	FALSE	FALSE	0
"F"	"M"	25	23	8	9	3	-2	FALSE	FALSE	0
"F"	"M"	25	22	9	6	5	-3	FALSE	FALSE	0
"F"	"M"	25	26	8	7	6	1	TRUE	FALSE	0
"F"	"M"	25	22	5	3	1	-3	FALSE	FALSE	0
"F"	"M"	25	23	6	8	2	-2	FALSE	FALSE	0
"F"	"M"	25	24	7	4	2	-1	FALSE	FALSE	0
"F"	"M"	25	27	8	10	5	2	TRUE	FALSE	0
"F"	"M"	25	30	6	10	6	5	TRUE	FALSE	0
